기간,Dubai,Brent,WTI
14년11월26일,75.71,77.75,73.69
14년11월27일,73.33,72.58,-
14년11월28일,69.09,70.15,66.15
14년12월01일,66.49,72.54,69.00
14년12월02일,69.02,70.54,66.88
14년12월03일,67.07,69.92,67.38
14년12월04일,66.95,69.64,66.81
14년12월05일,66.24,69.07,65.84
14년12월08일,65.62,66.19,63.05
14년12월09일,63.20,66.84,63.82
14년12월10일,63.76,64.24,60.94
14년12월11일,61.57,63.68,59.95
14년12월12일,60.51,61.85,57.81
14년12월15일,59.56,61.06,55.91
14년12월16일,56.50,59.86,55.93
14년12월17일,55.56,61.18,56.47
14년12월18일,56.42,59.27,54.11
14년12월19일,55.70,61.38,56.52
14년12월22일,58.09,60.11,55.26
14년12월23일,56.20,61.69,57.12
14년12월24일,57.22,60.24,55.84
14년12월26일,56.32,59.45,54.73
14년12월29일,55.87,57.88,53.61
14년12월30일,53.62,57.90,54.12
14년12월31일,53.60,57.33,53.27
15년01월02일,53.27,56.42,52.69
15년01월05일,50.98,53.11,50.04
15년01월06일,48.08,51.10,47.93
15년01월07일,46.60,51.15,48.65
15년01월08일,47.50,50.96,48.79
15년01월09일,47.41,50.11,48.36
15년01월12일,45.67,47.43,46.07
15년01월13일,43.30,46.59,45.89
15년01월14일,42.55,48.69,48.48
15년01월15일,44.48,47.67,46.25
15년01월16일,43.92,50.17,48.69
15년01월19일,46.04,48.84,-
15년01월20일,44.82,47.99,46.39
15년01월21일,44.75,49.03,47.78
15년01월22일,44.65,48.52,46.31
15년01월23일,44.42,48.79,45.59
15년01월26일,44.15,48.16,45.15
15년01월27일,43.63,49.60,46.23
15년01월28일,44.83,48.47,44.45
15년01월29일,44.63,49.13,44.53
15년01월30일,45.59,52.99,48.24
15년02월02일,48.81,54.75,49.57
15년02월03일,52.62,57.91,53.05
15년02월04일,54.72,54.16,48.45
15년02월05일,51.41,56.57,50.48
15년02월06일,54.23,57.80,51.69
15년02월09일,55.37,58.34,52.86
15년02월10일,55.83,56.43,50.02
15년02월11일,54.91,54.66,48.84
15년02월12일,54.75,57.05,51.21
15년02월13일,57.70,61.52,52.78
15년02월16일,58.83,61.40,-
15년02월17일,58.89,62.53,53.53
15년02월18일,59.32,60.53,52.14
15년02월19일,-,60.21,51.16
15년02월20일,-,60.22,50.34
15년02월23일,57.29,58.90,49.45
15년02월24일,56.06,58.66,49.28
15년02월25일,55.84,61.63,50.99
15년02월26일,58.42,60.05,48.17
15년02월27일,57.39,62.58,49.76
15년03월02일,59.58,59.54,49.59
15년03월03일,57.15,61.02,50.52
15년03월04일,57.80,60.55,51.53
15년03월05일,57.35,60.48,50.76
15년03월06일,57.26,59.73,49.61
15년03월09일,56.58,58.53,50.00
15년03월10일,55.48,56.39,48.29
15년03월11일,53.50,57.54,48.17
15년03월12일,55.40,57.08,47.05
15년03월13일,54.96,54.67,44.84
15년03월16일,52.75,53.44,43.88
15년03월17일,51.64,53.51,43.46
15년03월18일,51.24,55.91,44.66
15년03월19일,53.40,54.43,43.96
15년03월20일,52.06,55.32,45.72
15년03월23일,52.87,55.92,47.45
15년03월24일,53.40,55.11,47.51
15년03월25일,52.69,56.48,49.21
15년03월26일,53.99,59.19,51.43
15년03월27일,56.37,56.41,48.87
15년03월30일,53.95,56.29,48.68
15년03월31일,53.84,55.11,47.60
15년04월01일,52.83,57.10,50.09
15년04월02일,54.63,54.95,49.14
15년04월06일,53.95,58.12,52.14
15년04월07일,55.01,59.10,53.98
15년04월08일,55.92,55.55,50.42
15년04월09일,53.31,56.57,50.79
15년04월10일,54.28,57.87,51.64
15년04월13일,56.58,57.93,51.91
15년04월14일,56.32,58.43,53.29
15년04월15일,56.82,60.32,56.39
15년04월16일,58.66,63.98,56.71
15년04월17일,59.21,63.45,55.74
15년04월20일,59.34,63.45,56.38
15년04월21일,59.25,62.08,55.26
15년04월22일,58.03,62.73,56.16
15년04월23일,58.60,64.85,57.74
15년04월24일,61.43,65.28,57.15
15년04월27일,62.00,64.83,56.99
15년04월28일,61.62,64.64,57.06
15년04월29일,61.65,65.84,58.58
15년04월30일,62.69,66.78,59.63
15년05월01일,-,66.46,59.15
15년05월04일,63.03,66.45,58.93
15년05월05일,63.28,67.52,60.40
15년05월06일,64.79,67.77,60.93
15년05월07일,65.06,65.54,58.94
15년05월08일,62.96,65.39,59.39
15년05월11일,62.84,64.91,59.25
15년05월12일,62.40,66.86,60.75
15년05월13일,64.21,66.81,60.50
15년05월14일,63.61,66.59,59.88
15년05월15일,63.49,66.81,59.69
15년05월18일,63.58,66.27,59.43
15년05월19일,62.79,64.02,57.26
15년05월20일,61.75,65.03,58.98
15년05월21일,62.68,66.54,60.72
15년05월22일,64.03,65.37,59.72
15년05월25일,62.98,65.52,-
15년05월26일,63.07,63.72,58.03
15년05월27일,62.11,62.06,57.51
15년05월28일,60.64,62.58,57.68
15년05월29일,61.11,65.56,60.30
15년06월01일,-,64.88,60.20
15년06월02일,62.49,65.49,61.26
15년06월03일,62.30,63.80,59.64
15년06월04일,60.71,62.03,58.00
15년06월05일,59.03,63.31,59.13
15년06월08일,60.23,62.69,58.14
15년06월09일,59.64,64.88,60.14
15년06월10일,62.66,65.70,61.43
15년06월11일,63.44,65.11,60.77
15년06월12일,62.42,63.87,59.96
15년06월15일,61.29,62.61,59.52
15년06월16일,60.46,63.70,59.97
15년06월17일,60.81,63.87,59.92
15년06월18일,60.98,64.26,60.45
15년06월19일,60.93,63.02,59.61
15년06월22일,59.82,63.34,59.68
15년06월23일,60.11,64.45,61.01
15년06월24일,61.09,63.49,60.27
15년06월25일,60.26,63.20,59.70
15년06월26일,60.01,63.26,59.63
15년06월29일,59.36,62.01,58.33
15년06월30일,59.56,63.59,59.47
15년07월01일,60.93,62.01,56.96
15년07월02일,59.51,62.07,56.93
15년07월03일,59.45,60.32,-
15년07월06일,57.93,56.54,52.53
15년07월07일,55.16,56.85,52.33
15년07월08일,54.98,57.05,51.65
15년07월09일,56.69,58.61,52.78
15년07월10일,58.19,58.73,52.74
15년07월13일,57.75,57.85,52.20
15년07월14일,56.25,58.51,53.04
15년07월15일,56.93,57.05,51.41
15년07월16일,55.75,57.51,50.91
15년07월17일,-,57.10,50.89
15년07월20일,55.40,56.65,50.15
15년07월21일,54.68,57.04,50.36
15년07월22일,55.03,56.13,49.19
15년07월23일,54.22,55.27,48.45
15년07월24일,53.45,54.62,48.14
15년07월27일,52.87,53.47,47.39
15년07월28일,51.85,53.30,47.98
15년07월29일,51.86,53.38,48.79
15년07월30일,52.53,53.31,48.52
15년07월31일,52.07,52.21,47.12
15년08월03일,51.11,49.52,45.17
15년08월04일,50.13,49.99,45.74
15년08월05일,50.09,49.59,45.15
15년08월06일,49.71,49.52,44.66
15년08월07일,-,48.61,43.87
15년08월10일,-,50.41,44.96
15년08월11일,50.59,49.18,43.08
15년08월12일,49.37,49.66,43.30
15년08월13일,49.87,49.22,42.23
15년08월14일,49.43,49.03,42.50
15년08월17일,48.53,48.74,41.87
15년08월18일,48.22,48.81,42.62
15년08월19일,48.27,47.16,40.80
15년08월20일,46.73,46.62,41.14
15년08월21일,46.23,45.46,40.45
15년08월24일,44.40,42.69,38.24
15년08월25일,42.66,43.21,39.31
15년08월26일,42.94,43.14,38.60
15년08월27일,43.57,47.56,42.56
15년08월28일,46.84,50.05,45.22
15년08월31일,48.72,54.15,49.20
15년09월01일,49.98,49.56,45.41
15년09월02일,46.16,50.50,46.25
15년09월03일,47.01,50.68,46.75
15년09월04일,47.19,49.61,46.05
15년09월07일,46.60,47.63,-
15년09월08일,45.93,49.52,45.94
15년09월09일,47.55,47.58,44.15
15년09월10일,45.75,48.89,45.92
15년09월11일,-,48.14,44.63
15년09월14일,45.47,46.37,44.00
15년09월15일,43.87,46.63,44.59
15년09월16일,44.08,49.75,47.15
15년09월17일,46.78,49.08,46.90
15년09월18일,45.99,47.47,44.68
15년09월21일,44.58,48.92,46.68
15년09월22일,45.00,49.08,45.83
15년09월23일,45.13,47.75,44.48
15년09월24일,-,48.17,44.91
15년09월25일,44.98,48.60,45.70
15년09월28일,45.01,47.34,44.43
15년09월29일,43.95,48.23,45.23
15년09월30일,44.31,48.37,45.09
15년10월01일,45.92,47.69,44.74
15년10월02일,45.38,48.13,45.54
15년10월05일,45.91,49.25,46.26
15년10월06일,46.48,51.92,48.53
15년10월07일,48.97,51.33,47.81
15년10월08일,48.41,53.05,49.43
15년10월09일,49.99,52.65,49.63
15년10월12일,49.61,49.86,47.10
15년10월13일,47.08,49.24,46.66
15년10월14일,46.52,49.15,46.64
15년10월15일,46.44,48.71,46.38
15년10월16일,46.58,50.46,47.26
15년10월19일,46.22,48.61,45.89
15년10월20일,44.61,48.71,45.55
15년10월21일,44.43,47.85,45.20
15년10월22일,43.71,48.08,45.38
15년10월23일,43.90,47.99,44.60
15년10월26일,43.48,47.54,43.98
15년10월27일,43.01,46.81,43.20
15년10월28일,43.11,49.05,45.94
15년10월29일,44.45,48.80,46.06
15년10월30일,43.94,49.56,46.59
15년11월02일,44.55,48.79,46.14
15년11월03일,43.89,50.54,47.90
15년11월04일,45.45,48.58,46.32
15년11월05일,43.70,47.98,45.20
15년11월06일,43.16,47.42,44.29
15년11월09일,42.88,47.19,43.87
15년11월10일,-,47.44,44.21
15년11월11일,42.59,45.81,42.93
15년11월12일,41.68,44.06,41.75
15년11월13일,40.77,43.61,40.74
15년11월16일,40.35,44.56,41.74
15년11월17일,40.39,43.57,40.67
15년11월18일,39.64,44.14,40.75
15년11월19일,40.13,44.18,40.54
15년11월20일,40.07,44.66,40.39
15년11월23일,39.57,44.83,41.75
15년11월24일,40.70,46.12,42.87
15년11월25일,41.40,46.17,43.04
15년11월26일,40.94,45.46,-
15년11월27일,40.37,44.86,41.71
15년11월30일,39.87,44.61,41.65
15년12월01일,39.80,44.44,41.85
15년12월02일,39.75,42.49,39.94
15년12월03일,38.29,43.84,41.08
15년12월04일,39.11,43.00,39.97
15년12월07일,38.35,40.73,37.65
15년12월08일,36.91,40.26,37.51
15년12월09일,36.49,40.11,37.16
15년12월10일,36.51,39.73,36.76
15년12월11일,36.20,37.93,35.62
15년12월14일,34.64,37.92,36.31
15년12월15일,33.82,38.45,37.35
15년12월16일,34.24,37.19,35.52
15년12월17일,32.86,37.06,34.95
15년12월18일,32.98,36.88,34.73
15년12월21일,31.98,36.35,34.74
15년12월22일,32.00,36.11,36.14
15년12월23일,31.82,37.36,37.50
15년12월24일,32.83,37.89,38.10
15년12월28일,32.61,36.62,36.81
15년12월29일,32.11,37.79,37.87
15년12월30일,32.74,36.46,36.60
15년12월31일,32.19,37.28,37.04
16년01월04일,32.54,37.22,36.76
16년01월05일,31.66,36.42,35.97
16년01월06일,30.76,34.23,33.97
16년01월07일,27.96,33.75,33.27
16년01월08일,29.11,33.55,33.16
16년01월11일,28.07,31.55,31.41
16년01월12일,26.44,30.86,30.44
16년01월13일,26.49,30.31,30.48
16년01월14일,26.04,31.03,31.20
16년01월15일,26.22,28.94,29.42
16년01월18일,24.65,28.55,-
16년01월19일,24.72,28.76,28.46
16년01월20일,23.36,27.88,26.55
16년01월21일,22.83,29.25,29.53
16년01월22일,23.88,32.18,32.19
16년01월25일,26.10,30.50,30.34
16년01월26일,24.84,31.80,31.45
16년01월27일,26.11,33.10,32.30
16년01월28일,27.08,33.89,33.22
16년01월29일,28.37,34.74,33.62
16년02월01일,29.01,34.24,31.62
16년02월02일,28.08,32.72,29.88
16년02월03일,27.52,35.04,32.28
16년02월04일,29.51,34.46,31.72
16년02월05일,29.22,34.06,30.89
16년02월08일,-,32.88,29.69
16년02월09일,-,30.32,27.94
16년02월10일,26.20,30.84,27.45
16년02월11일,26.08,30.06,26.21
16년02월12일,26.86,33.36,29.44
16년02월15일,29.22,33.39,-
16년02월16일,30.66,32.18,29.04
16년02월17일,28.31,34.50,30.66
16년02월18일,30.25,34.28,30.77
16년02월19일,30.07,33.01,29.64
16년02월22일,29.33,34.69,31.48
16년02월23일,29.69,33.27,31.87
16년02월24일,28.57,34.41,32.15
16년02월25일,29.46,35.29,33.07
16년02월26일,30.43,35.10,32.78
16년02월29일,29.99,35.97,33.75
16년03월01일,31.65,36.81,34.40
16년03월02일,31.95,36.93,34.66
16년03월03일,32.04,37.07,34.57
16년03월04일,32.17,38.72,35.92
16년03월07일,34.39,40.84,37.90
16년03월08일,35.56,39.65,36.50
16년03월09일,35.03,41.07,38.29
16년03월10일,36.25,40.05,37.84
16년03월11일,36.37,40.39,38.50
16년03월14일,35.69,39.53,37.18
16년03월15일,34.66,38.74,36.34
16년03월16일,34.80,40.33,38.46
16년03월17일,36.67,41.54,40.20
16년03월18일,37.42,41.20,39.44
16년03월21일,37.14,41.54,39.91
16년03월22일,37.43,41.79,41.45
16년03월23일,37.14,40.47,39.79
16년03월24일,36.04,40.44,39.46
16년03월28일,36.31,40.27,39.39
16년03월29일,36.17,39.14,38.28
16년03월30일,35.45,39.26,38.32
16년03월31일,35.05,39.60,38.34
16년04월01일,36.22,38.67,36.79
16년04월04일,34.84,37.69,35.70
16년04월05일,33.83,37.87,35.89
16년04월06일,34.69,39.84,37.75
16년04월07일,36.48,39.43,37.26
16년04월08일,36.71,41.94,39.72
16년04월11일,37.79,42.83,40.36
16년04월12일,38.67,44.69,42.17
16년04월13일,40.11,44.18,41.76
16년04월14일,39.66,43.84,41.50
16년04월15일,39.37,43.10,40.36
16년04월18일,37.73,42.91,39.78
16년04월19일,39.17,44.03,41.08
16년04월20일,39.03,45.80,42.63
16년04월21일,41.70,44.53,43.18
16년04월22일,41.01,45.11,43.73
16년04월25일,40.86,44.48,42.64
16년04월26일,40.83,45.74,44.04
16년04월27일,42.59,47.18,45.33
16년04월28일,43.22,48.14,46.03
16년04월29일,44.26,48.13,45.92
16년05월02일,-,45.83,44.78
16년05월03일,43.03,44.97,43.65
16년05월04일,42.05,44.62,43.78
16년05월05일,42.45,45.01,44.32
16년05월06일,42.20,45.37,44.66
16년05월09일,42.84,43.63,43.44
16년05월10일,41.23,45.52,44.66
16년05월11일,42.18,47.60,46.23
16년05월12일,44.65,48.08,46.70
16년05월13일,44.39,47.83,46.21
16년05월16일,45.35,48.97,47.72
16년05월17일,45.68,49.28,48.31
16년05월18일,45.76,48.93,48.19
16년05월19일,44.75,48.81,48.16
16년05월20일,45.65,48.72,47.75
16년05월23일,44.87,48.35,48.08
16년05월24일,44.55,48.61,48.62
16년05월25일,45.27,49.74,49.56
16년05월26일,45.74,49.59,49.48
16년05월27일,45.31,49.32,49.33
16년05월30일,45.54,49.76,-
16년05월31일,45.90,49.69,49.10
16년06월01일,45.44,49.72,49.01
16년06월02일,46.17,50.04,49.17
16년06월03일,46.28,49.64,48.62
16년06월06일,45.91,50.55,49.69
16년06월07일,46.82,51.44,50.36
16년06월08일,47.99,52.51,51.23
16년06월09일,48.98,51.95,50.56
16년06월10일,48.23,50.54,49.07
16년06월13일,47.06,50.35,48.88
16년06월14일,46.30,49.83,48.49
16년06월15일,46.09,48.97,48.01
16년06월16일,44.93,47.19,46.21
16년06월17일,44.48,49.17,47.98
16년06월20일,46.53,50.65,49.37
16년06월21일,46.40,50.62,48.85
16년06월22일,47.12,49.88,49.13
16년06월23일,46.48,50.91,50.11
16년06월24일,45.47,48.41,47.64
16년06월27일,45.11,47.16,46.33
16년06월28일,44.55,48.58,47.85
16년06월29일,45.73,50.61,49.88
16년06월30일,46.46,49.68,48.33
16년07월01일,45.19,50.35,48.99
16년07월04일,46.97,50.10,-
16년07월05일,45.01,47.96,46.60
16년07월06일,-,48.80,47.43
16년07월07일,44.99,46.40,45.14
16년07월08일,42.50,46.76,45.41
16년07월11일,41.97,46.25,44.76
16년07월12일,42.58,48.47,46.80
16년07월13일,43.41,46.26,44.75
16년07월14일,42.31,47.37,45.68
16년07월15일,42.59,47.61,45.95
16년07월18일,43.38,46.96,45.24
16년07월19일,42.21,46.66,44.65
16년07월20일,42.24,47.17,44.94
16년07월21일,42.73,46.20,44.75
16년07월22일,41.63,45.69,44.19
16년07월25일,41.38,44.72,43.13
16년07월26일,40.37,44.87,42.92
16년07월27일,40.59,43.47,41.92
16년07월28일,39.88,42.70,41.14
16년07월29일,38.64,42.46,41.60
16년08월01일,40.04,42.14,40.06
16년08월02일,38.85,41.80,39.51
16년08월03일,38.54,43.10,40.83
16년08월04일,39.99,44.29,41.93
16년08월05일,41.22,44.27,41.80
16년08월08일,41.59,45.39,43.02
16년08월09일,-,44.98,42.77
16년08월10일,41.34,44.05,41.71
16년08월11일,40.49,46.04,43.49
16년08월12일,42.89,46.97,44.49
16년08월15일,44.43,48.35,45.74
16년08월16일,45.74,49.23,46.58
16년08월17일,45.85,49.85,46.79
16년08월18일,46.65,50.89,48.22
16년08월19일,47.26,50.88,48.52
16년08월22일,46.85,49.16,47.05
16년08월23일,45.38,49.96,48.10
16년08월24일,45.96,49.05,46.77
16년08월25일,45.59,49.67,47.33
16년08월26일,44.62,49.92,47.64
16년08월29일,45.82,49.26,46.98
16년08월30일,46.16,48.37,46.35
16년08월31일,44.79,47.04,44.70
16년09월01일,42.98,45.45,43.16
16년09월02일,41.71,46.83,44.44
16년09월05일,44.28,47.63,-
16년09월06일,43.40,47.26,44.83
16년09월07일,43.67,47.98,45.50
16년09월08일,44.83,49.99,47.62
16년09월09일,45.45,48.01,45.88
16년09월12일,-,48.32,46.29
16년09월13일,43.69,47.10,44.90
16년09월14일,43.57,45.85,43.58
16년09월15일,42.04,46.59,43.91
16년09월16일,42.34,45.77,43.03
16년09월19일,42.43,45.95,43.30
16년09월20일,41.99,45.88,43.44
16년09월21일,43.08,46.83,45.34
16년09월22일,43.58,47.65,46.32
16년09월23일,43.39,45.89,44.48
16년09월26일,42.15,47.35,45.93
16년09월27일,43.13,45.97,44.67
16년09월28일,42.37,48.69,47.05
16년09월29일,44.65,49.24,47.83
16년09월30일,45.11,49.06,48.24
16년10월03일,47.87,50.89,48.81
16년10월04일,47.83,50.87,48.69
16년10월05일,48.83,51.86,49.83
16년10월06일,48.77,52.51,50.44
16년10월07일,50.07,51.93,49.81
16년10월10일,48.90,53.14,51.35
16년10월11일,50.01,52.41,50.79
16년10월12일,50.03,51.81,50.18
16년10월13일,49.07,52.03,50.44
16년10월14일,49.88,51.95,50.35
16년10월17일,49.12,51.52,49.94
16년10월18일,49.23,51.68,50.29
16년10월19일,49.67,52.67,51.60
16년10월20일,49.66,51.38,50.43
16년10월21일,48.82,51.78,50.85
16년10월24일,49.48,51.46,50.52
16년10월25일,49.20,50.79,49.96
16년10월26일,47.91,49.98,49.18
16년10월27일,48.16,50.47,49.72
16년10월28일,48.40,49.71,48.70
16년10월31일,47.44,48.30,46.86
16년11월01일,45.42,48.14,46.67
16년11월02일,44.08,46.86,45.34
16년11월03일,43.52,46.35,44.66
16년11월04일,42.84,45.58,44.07
16년11월07일,42.69,46.15,44.89
16년11월08일,42.87,46.04,44.98
16년11월09일,42.57,46.36,45.27
16년11월10일,43.67,45.84,44.66
16년11월11일,43.70,44.75,43.41
16년11월14일,41.95,44.43,43.32
16년11월15일,41.97,46.95,45.81
16년11월16일,43.45,46.63,45.57
16년11월17일,43.47,46.49,45.42
16년11월18일,42.80,46.86,45.69
16년11월21일,44.47,48.90,47.49
16년11월22일,46.08,49.12,48.03
16년11월23일,46.07,48.95,47.96
16년11월24일,45.67,49.00,-
16년11월25일,45.97,47.24,46.06
16년11월28일,43.76,48.24,47.08
16년11월29일,44.65,46.38,45.23
16년11월30일,44.12,50.47,49.44
16년12월01일,49.02,53.94,51.06
16년12월02일,50.39,54.46,51.68
16년12월05일,51.64,54.94,51.79
16년12월06일,51.65,53.93,50.93
16년12월07일,50.35,53.00,49.77
16년12월08일,50.30,53.89,50.84
16년12월09일,51.32,54.33,51.50
16년12월12일,54.18,55.69,52.83
16년12월13일,52.85,55.72,52.98
16년12월14일,52.69,53.90,51.04
16년12월15일,51.65,54.02,50.90
16년12월16일,51.69,55.21,51.90
16년12월19일,52.86,54.92,52.12
16년12월20일,52.09,55.35,52.23
16년12월21일,52.87,54.46,52.49
16년12월22일,51.78,55.05,52.95
16년12월23일,52.21,55.16,53.02
16년12월27일,52.72,56.09,53.90
16년12월28일,53.73,56.22,54.06
16년12월29일,53.90,56.14,53.77
16년12월30일,53.83,56.82,53.72
17년01월03일,54.65,55.47,52.33
17년01월04일,53.99,56.46,53.26
17년01월05일,54.28,56.89,53.76
17년01월06일,54.25,57.10,53.99
17년01월09일,54.35,54.94,51.96
17년01월10일,53.14,53.64,50.82
17년01월11일,52.22,55.10,52.25
17년01월12일,53.45,56.01,53.01
17년01월13일,54.30,55.45,52.37
17년01월16일,53.29,55.86,-
17년01월17일,53.88,55.47,52.48
17년01월18일,53.84,53.92,51.08
17년01월19일,53.03,54.16,51.37
17년01월20일,52.91,55.49,52.42
17년01월23일,53.52,55.23,52.75
17년01월24일,53.98,55.44,53.18
17년01월25일,53.47,55.08,52.75
17년01월26일,53.86,56.24,53.78
17년01월27일,54.49,55.52,53.17
17년01월30일,-,55.23,52.63
17년01월31일,53.23,55.70,52.81
17년02월01일,53.22,56.80,53.88
17년02월02일,54.94,56.56,53.54
17년02월03일,55.45,56.81,53.83
17년02월06일,55.31,55.72,53.01
17년02월07일,54.17,55.05,52.17
17년02월08일,53.35,55.12,52.34
17년02월09일,53.79,55.63,53.00
17년02월10일,53.78,56.70,53.86
17년02월13일,54.76,55.59,52.93
17년02월14일,54.14,55.97,53.20
17년02월15일,54.00,55.75,53.11
17년02월16일,53.95,55.65,53.36
17년02월17일,54.06,55.81,53.40
17년02월20일,54.46,56.18,-
17년02월21일,54.64,56.66,54.06
17년02월22일,54.68,55.84,53.59
17년02월23일,54.75,56.58,54.45
17년02월24일,54.70,55.89,53.99
17년02월27일,55.18,55.93,54.05
17년02월28일,-,55.59,54.01
17년03월01일,55.13,56.36,53.83
17년03월02일,54.85,55.08,52.61
